သမ္မဇ္ဇနတ္ထေရ (ပု),[ သမ္မဇ္ဇန + ထေရ ] ,သမ္မဇ္ဇနထေရ်။,
သမ္မဇ္ဇနတ္ထေရဝတ္ထု (န),[ သမ္မဇ္ဇနတ္ထေရ + ဝတ္ထု ],သမ္မဇ္ဇနထေရ်၏-အကြောင်းအရာ-အဋ္ဌုပ္ပတ္တိ။,
သမ္မဇ္ဇနပရိဘဏ္ဍ (န),[ သမ္မဇ္ဇန + ပရိဘဏ္ဍ ] ,တံမြက်လှည်းခြင်း-အမှု-လုပ်ငန်း-ပရိဘဏ်။,
သမ္မဇ္ဇနဝတ္တ (န),[ သမ္မဇ္ဇန + ဝတ္တ ],တံမြက်လှည်းခြင်းဟူသောကျင့်ဝတ်။,
သမ္မဇ္ဇနဝေလာ (ထီ),[ သမ္မဇ္ဇန + ဝေလာ ],တံမြက်လှည်းရာ-အချိန်-အခါ။,
သမ္မဇ္ဇနာဒိကရဏ (န),[ သမ္မဇ္ဇန + အာဒိ + ကရဏ ],တံမြက်လှည်းခြင်းအစရှိသည်ကိုပြုခြင်း။,
သမ္မဇ္ဇနာနိသံသ (ပု),[ သမ္မဇ္ဇန + အာနိသံသ ],တံမြက်လှည်းခြင်း၏-အကျိုး-အာနိသင်-ဂုဏ်။,
သမ္မဇ္ဇနာဘာဝ (ပု),[ သမ္မဇ္ဇန + အဘာဝ ],တံမြက်လှည်းခြင်း၏မရှိခြင်း၊ တံမြက်လှည်းမှုမရှိခြင်း။,
သမ္မဇ္ဇနာသနောဒကပဒီပကရဏ (န),[ သမ္မဇ္ဇန + အာသန + ဥဒက + ပဒီပကရဏ ],"တံမြက်လှည်းခြင်း, နေရာခင်းခြင်း, ရေခပ်ခြင်း, ဆီမီးထွန်းခြင်းကိုပြုခြင်း။",
သမ္မဇ္ဇနိဒဏ္ဍ (ပု),[ သမ္မဇ္ဇနီ + ဒဏ္ဍ ],တံမြက်စည်းရိုး။,
သမ္မဇ္ဇနိပဟာရ (ပု),[ သမ္မဇ္ဇနီ + ပဟာရ ],တံမြက်စည်းဖြင့်လှည်းခြင်း၊ တံမြက်စည်းလှည်းခြင်း။,
သမ္မဇ္ဇနိ(နီ)မာဠက (ပု)                                                                                                                                                                                                           ,[ သမ္မဇ္ဇနီ + မာဠက ],တံမြက်စည်းစင်၊ တံမြက်စည်းထားရာ-တန်ဆောင်း-စင်။,
သမ္မဇ္ဇနိသဒ္ဒ (ပု),[ သမ္မဇ္ဇနီ + သဒ္ဒ ],တံမြက်စည်းလှည်းခြင်း၏အသံ၊ တံမြက်လှည်းသံ။,
သမ္မဇ္ဇနိသာလာ (ထီ),[ သမ္မဇ္ဇနီ + သာလာ ],တံမြက်စည်းထားရာ-စရပ်-တင်းကုတ်။,
သမ္မဇ္ဇနီ (ထီ),[ သမ္မဇ္ဇန + (ဣတ္ထိလိင်ဇောတက) ဤ။ သမ္မဇ္ဇန-ကြည့်။ သံမဇ္ဇဏီ-ပြာ။ ],(၁) တံမြက်စည်း၊ တံမြက်ဆုပ်။ (၂) တံမြက်လှည်းခြင်း။,
သမ္မဇ္ဇနီသလာကာ (ထီ),[ သမ္မဇ္ဇနီ + သလာကာ ],တံမြက်စည်းတံ၊ တံမြက်ဆံ။ ,
သမ္မဇ္ဇန္တ (တိ),[ သံ + မဇ္ဇ + အ + အန္တ။ ထီ-၌ သမ္မဇ္ဇန္တီ။ ],တံမြက်လှည်းသော၊ သူ။,
သမ္မဇ္ဇန္တိ (ကြိ),[ သံ + မဇ္ဇ + အ + အန္တိ ],တံမြက်လှည်းကုန်၏။,
သမ္မဇ္ဇယတိ (ကြိ),[ သံ + မဇ္ဇ + ဏယ + တိ ],တံမြက်လှည်း-သုတ်သင်-စင်ကြယ်စေ-၏။ သမ္မာဇ္ဇာ-ကြည့်။,
သမ္မဇ္ဇာ (ထီ),[ သံ + မဇ္ဇ + အ + (ဣတ္ထိလိင်ဇောတက) အာ။ နိရုတ္တိ။ ၅၅၇-နှာ။ ] ,တံမြက်လှည်း-သုတ်သင်-စင်ကြယ်စေ-ခြင်း။,
သမ္မဇ္ဇာပေတွာ (ကာ၊ ကြိ၊ ဝိ),[ သံ + မဇ္ဇ + ဏာပေ + တွာ ] ,တံမြက်လှည်းစေ၍။,
သမ္မဇ္ဇာပေန္တ (တိ),[ သံ + မဇ္ဇ + ဏာပေ + အန္တ ],တံမြက်လှည်းစေသော၊ သူ။,
သမ္မဇ္ဇိံသု (ကြိ),[ သံ + မဇ္ဇ + ဥံ ] ,တံမြက်လှည်းကုန်ပြီ။,
သမ္မဇ္ဇိ (ကြိ),[ သံ + မဇ္ဇ + ဤ ] ,တံမြက်လှည်းပြီ။,
သမ္မဇ္ဇိတ (တိ),[ သံ + မဇ္ဇ +တ။ နီတိ၊ ဓာတု။ ၄၇။ သံ + မဒ +ယ + တ။ သမ္မာင်္ဇိတ-သံ။ သမ္မဇ္ဇိယ-ပြာ။ သမ္မဇ္ဇိအ-အဒ္ဓမာဂဓီ။ ],(၁) တံမြက်လှည်းအပ်သော။ (၂) ပြင်းစွာ-အလွန်-မိန်းမော-တွေဝေ-မူးယစ်-သော။,
သမ္မဇ္ဇိတဋ္ဌာန (န),[ သမ္မဇ္ဇိတ + ဌာန ],တံမြက်-လှည်းအပ်-လှည်းရာ-သော-အရပ်-ဌာန။,
သမ္မဇ္ဇိတဗ္ဗ (တိ),[ သံ + မဇ္ဇ + တဗ္ဗ။ သမ္မဇ္ဇတိ-မှ။ ],တံမြက်လှည်း-အပ်-သင့်-ထိုက်-သော။,
သမ္မဇ္ဇိတဗ္ဗယုတ္တ (တိ),[ သမ္မဇ္ဇိတဗ္ဗ + ယုတ္တ ],တံမြက်လှည်း-အပ်-သင့်-ထိုက်-သည်နှင့်ယှဥ်သော (အရပ်)။,
သမ္မဇ္ဇိတုံ (ဗျ),[ သံ + မဇ္ဇ + တုံ ],တံမြက်လှည်းခြင်းငှာ။,
သမ္မဇ္ဇိတွာ (ကြိ၊ ဝိ),[ သံ + မဇ္ဇ + တွာ ] ,(၁) တံမြက်လှည်း၍။ (၂) သုတ်သင်-ပွတ်တိုက်-၍။,
သမ္မဇ္ဇိတွာန (ကြိ၊ ဝိ),[ သံ + မဇ္ဇ + တွာန ],သမ္မဇ္ဇိတွာ (၁) ကြည့်။,
သမ္မဇ္ဇိတ္ထ (ကြိ),[ သံ + မဇ္ဇ + တ္ထ ],(သင်တို့) တံမြက်လှည်းကုန်ပြီ။,
သမ္မဇ္ဇိမှာ (ကြိ),[ သံ + မဇ္ဇ + မှာ ],(ငါတို့) တံမြက်လှည်းကုန်ပြီ။,
သမ္မဇ္ဇိဿတိ (ကြိ),[ သံ + မဇ္ဇ + ဿတိ ],တံမြက်လှည်း-အံ့-လတ္တံ့-လိမ့်မည်။,
သမ္မဇ္ဇိဿသိ (ကြိ),[ သံ + မဇ္ဇ + ဿသိ ],(သင်) တံမြက်လှည်း-အံ့-လတ္တံ့-လိမ့်မည်။,
သမ္မဇ္ဇေယျ (ကြိ),[ သံ + မဇ္ဇ + အ + ဧယျ ],တံမြက်လှည်းရာ၏။,
သမ္မဋ္ဌ (တိ),[ သံ + မဇ္ဇ + တ။ သမ္မဇ္ဇတိ-မှ။ သမ်မsၑ္ဋ-သံ။ သံမဋ္ဌ-ပြာ၊ အဒ္ဓမာဂဓီ။ ],(၁) တံမြက်လှည်းအပ်သော။ (၂) သုတ်သင်-ပွတ်တိုက်-အပ်သော။ (၃) အလုံးစုံ (အလုံးစုံသော အပြင်တို့၌) ပြေပြစ်-ချောမွေ့-သော။,
သမ္မဋ္ဌကရဏကာလ (ပု),[ သမ္မဋ္ဌ + ကရဏ + ကာလ ] ,ပြေပြစ်-ချောမွေ့-သည်ကိုပြုရာအခါ။,
သမ္မဋ္ဌကုဏ္ဍလ (တိ),[ သမ္မဋ္ဌ + ကုဏ္ဍလ ],ပြေပြစ်သောနားဍောင်းရှိသော၊ သူ။,
သမ္မဋ္ဌဋ္ဌာန (န),[ သမ္မဋ္ဌ + ဌာန ],တံမြက်လှည်းအပ်သောအရပ်။,
သမ္မဋ္ဌပဿ (တိ),[ သမ္မဋ္ဌ + ပဿ ],ပြေပြစ်-ချောမွေ့-သော-အပြင် (နံပါး) ရှိသော၊ အလုံးစုံသောအပြင် (နံပါး) တို့၌-ပြေပြစ်‌-ချောမွေ့-သောအရေအဆင်းရှိသော၊ သူ။,
သမ္မဋ္ဌပုဗ္ဗ (တိ),[ သမ္မဋ္ဌ + ပုဗ္ဗ ],ရှေး၌တံမြက်လှည်းတတ်သော၊ တံမြက်လှည်းဘူးသော။,
သမ္မဋ္ဌသုသဇ္ဇိတသုဝဏ္ဏ (န),[ သမ္မဋ္ဌ + သုသဇ္ဇိတ + သုဝဏ္ဏ ],သုတ်သင်-ပွတ်တိုက်-အပ်သည်ဖြစ်၍ ကောင်းစွာ-ပြုပြင်-စီမံ-စီရင်-အပ်သော ရွှေ။,
သမ္မတ (တိ),[ သံ + မန + တ။ ရူ။ ၆၃၅။ သမ္မတ-သံ၊ သက္ကတပိဋက။ သံမယ-ပြာ။ ],(၁) ကောင်းစွာသိ-သမုတ်-ရွေးချယ်-ဖွဲ့-အပ်သော၊ (ဘုရင်၊ ရဟန်းစသည်)။ (၂) ချီးမွမ်း-ချီးကျူး-အပ်သော (၃) ထင်းရှား-ကျော်ကြား-လူသိများ-သော။ (၄) မှတ်ထင်-အသိအမှတ်ပြု-အပ်သော။ (၅) ဖွဲ့အပ်-ရွတ်အပ်သောကမ္မဝါစာရှိ-သော။ ,
သမ္မတတရ (တိ),[ သမ္မတ + တရ ],အထူးသဖြင့်-သာလွန်၍-ထင်ရှား-ကျော်ကြား-လူသိများ-သော။,
သမ္မတတ္တာ (တိ),[ သမ္မတ + အတ္တာ ] ,(၁) သမုတ်အပ်သောသဘောရှိသော၊ သူ။ (န) (၂) (သူတော်ကောင်းဟူ၍) သမုတ်အပ်သည်၏ အဖြစ်။,
သမ္မတဓမ္မဇ္စျေသကာယတ္တ (တိ),[ သမ္မတ + ဓမ္မဇ္စျေသက + အာယတ္တ ],သမုတ်အပ်သောတရားဟောရန်တိုက်တွန်းတတ်သောရဟန်းနှင့်စပ်ဆိုင်သော။,
သမ္မတပုဂ္ဂလ (ပု),[ သမ္မတ + ပုဂ္ဂလ ],"(အများသူ,ငါတို့သည်) သမုတ်-ရွေးချယ်-အပ်သောပုဂ္ဂိုလ်။",
သမ္မတပုဗ္ဗ (တိ),[ သမ္မတ + ပုဗ္ဗ ],ရှေး၌-သမုတ်-ရွေးချယ်-အပ်သော၊ ပုဂ္ဂိုလ်။,
သမ္မတဘာဝ (တိ),[ သမ္မတ + ဘာဝ ],သမုတ်-ရွေးချယ်-အပ်သောသဘောရှိသော၊ သူ။ သမ္မတတ္တ (၂) အနက်ကြည့်။,
သမ္မတရုက္ခ (ပု),[ သမ္မတ + ရုက္ခ ],သမုတ်အပ်သောသစ်ပင်။,
သမ္မတသီမာ (ထီ),[ သမ္မတာ + သီမာ ],သမုတ်အပ်သောသိမ်။,
သမ္မတသေနာသနဂ္ဂါ ဟာပက (တိ),[ သမ္မတ + သေနာသန + ဂါဟာပက ],သမုတ်အပ်သောကျောင်းကို ခံယူစေတတ်သော၊ ရဟန်း။,
သမ္မတာလသမာဟိတ (တိ),[ သမ္မတာလ + သမာဟိတ ],"(ရှားအစရှိသည်ဖြင့်ပြီးသော) လက်ချပ်ခွက်ခွင်း, (ကြေးဖြင့်ပြုလုပ်အပ်သော) မောင်း, ကြေးနင်းတို့ဖြင့်ပြည့်စုံသော။",
သမ္မတာဠ၁ (န),[ သမ္မ + တာဠ ],"(၁) (တုတ်အစရှိသည်တို့ဖြင့် တီးခတ်အပ်သော) မောင်း, ကြေးနင်း, လင်းကွင်း, ခွက်ခွင်းစသောတူရိယာ။ (၂) (တုတ်အစရှိသည်တို့ဖြင့် တီးခတ်အပ်သော) လက်ချပ်ခွက်ခွင်းစသော တူရိယာ။",
သမ္မတာဠ၂ (န),[ သမ္မတာဠ + သဒ္ဒ။ နောက်ပုဒ်ကြေ။ ],"(၁) (တုတ်အစရှိသည်တို့ဖြင့် တီးခတ်အပ်သော) မောင်း, ကြေးနင်း, လင်းကွင်း, ခွက်ခွင်းစသောတူရိယာတို့၏ အသံ။ (၂) (တုတ်အစရှိသည်တို့ဖြင့် တီးခတ်အပ်သော) လက်ချပ်ခွက်ခွင်းစသော တူရိယာတို့၏အသံ။",
သမ္မတာဠပ္ပဗောဓန (တိ),[ သမ္မတာဠ + ပဗောဓန ],"(၁) (တုတ်အစရှိသည်တို့ဖြင့် တီးခတ်အပ်သော) မောင်း, ကြေးနင်း, လင်းကွင်း, ခွက်ခွင်းစသော တူရိယာတို့၏ အသံတို့ဖြင့် နိုးကြားစေအပ်သော၊ သူ။ (၂) (တုတ်အစရှိသည်တို့ဖြင့် တီးခတ်အပ်သော) လက်ချပ်ခွက်ခွင်းစသော တူရိယာတို့၏အသံတို့ဖြင့် နိုးကြားစေအပ်သော၊ သူ။ ",
သမ္မတာဠသဒ္ဒ (ပု),[ သမ္မတာဠ + သဒ္ဒ ],"(၁) (တုတ်အစရှိသည်တို့ဖြင့် တီးခတ်အပ်သော) မောင်း, ကြေးနင်း, လင်းကွင်း, ခွက်ခွင်းစသောတူရိယာတို့၏ အသံ။ (၂) (တုတ်အစရှိသည်တို့ဖြင့် တီးခတ်အပ်သော) လက်ချပ်ခွက်ခွင်းစသော တူရိယာတို့၏အသံ။",
သမ္မတာဠသမာဟိတ (တိ),[ သမ္မတာဠ + သမာဟိတ ] ,သမ္မတာလသမာဟိတ-ကြည့်။,
သမ္မတိ ၁ (ကြိ),[ သမု + ယ + တိ။ နီတိ၊ ဓာတု။ ၂၃၆။ ၐျာမျတိ၊ ၐြာမျတေ-သံ။ သမ္မဣ-ပြာ။ ],(၁) ငြိမ်း-ငြိမ်းအေး-ငြိမ်သက်-၏။ (၂) နေ-နေထိုင်၏။ (၃) ငြိမ်းအေး-ပျောက်ပျက်-ပျက်စီး-၏။ (၄) ပြီး-ပြည့်စုံ-၏။ (၅) လုံလောက်-လောက်-င-၏။ (၆) ပင်ပန်း၏။,
သမ္မတိ ၂ (ထီ),[ သံ + မတိ=မန + တိ။ သမ္မန္နတိ-မှ။ သမ္မတိ-သံ၊ သံမဣ-ပြာ၊ အဒ္ဓမာဂဓီ။ ],သမုတ်-ရွေးချယ်-ဖွဲ့-အသိအမှတ်ပြု-ခြင်း။,
သမ္မတိဝါရ (ပု),[ သမ္မတိ + ဝါရ ],သမ္မတိဝါရ၊ သမ္မတိ-သဒ္ဒါဖြင့်မှတ်အပ်သော အလှည့်အကြိမ်။,
သမ္မတု (ကြိ),[ သမု + ယ + တု ],ငြိမ်းအေး-ပျောက်ပျက်-ပျက်စီး-ပါစေလော့။,
သမ္မတ္တ၁ (တိ),[ သံ + မဒ + တ။  နိရုတ္တိ။ ၇၃၀။ သမ္မတ္တ-သံ။ သမ္မတ္တ-ပြာ၊ အဒ္ဓမာဂဓီ။ ],ပြင်းစွာ-အလွန်-မိန်းမော-တွေဝေ-မူးယစ်-သော။,
သမ္မတ္တ ၂ (ပု),[ သမ္မာ + အတ္တ။  သမျက်တွ-သက္ကတပိဋက ],မဖောက်မပြန်-မှန်ကန်-သောသဘော၊ (မဂ်လေးပါး)။,
သမ္မတ္တ ၃ (တိ),[ သမ္မာ + အတ္တ ] ,မဖောက်မပြန်-မှန်ကန်-သောသဘောရှိသော၊ သူ။ သမ္မတ္တ-နိယတပုဂ္ဂလ-ကြည့်။,
သမ္မတ္တက (တိ),[ သမ္မတ္တ + က ],ပြင်းစွာ-အလွန်-မိန်းမော-တွေဝေ-မူးယစ်-သော၊ သူ။ သမ္မတ္တ-ကဇာတ-ကြည့်။,
သမ္မတ္တကဇာတ (တိ),[ သမ္မတ္တက + ဇာတ ],ပြင်းစွာ-အလွန်-မိန်းမော-တွေဝေ-မူးယစ်-သည်ဖြစ်၍ဖြစ်သော၊ သူ။,
သမ္မတ္တကာရီ (တိ),[ သမ္မတ္တ + ကရ + ဏီ ],မဖောက်မပြန်-မှန်ကန်-သောသဘောကိုပြုလေ့ရှိသော၊ မှန်ကန်စွာလိုက်နာကျင့်ကြံသော၊ သူ။,
သမ္မတ္တဂဟဏ (န),[ သမ္မတ္တ + ဂဟဏ ],မဖောက်မပြန်-မှန်ကန်-သောသဘောကို ယူခြင်း။,
သမ္မတ္တဓမ္မ (ပု),[ သမ္မတ္တ + ဓမ္မ ] ,မဖောက်မပြန်-မှန်ကန်-သောသဘောဖြစ်သောတရား။ (မဂ္ဂင်ရှစ်ပါး)။,
သမ္မတ္တနိယတ (တိ),[ သမ္မတ္တ + နိယတ ],(၁) မဖောက်မပြန်-မှန်ကန်-သောသဘော၌ မြဲသော။ (၂) မဖောက်မပြန်-မှန်ကန်-သောသဘော၌ဖြစ်၍ မြဲသော။ (၃) မဖောက်မပြန်-မှန်ကန်-သောသဘောရှိသည်ဖြစ်၍ မြဲသော။ ,
သမ္မတ္တနိယတဓမ္မ (ပု),[ သမ္မတ္တနိယတ + ဓမ္မ ],(၁) မဖောက်မပြန်-မှန်ကန်-သောသဘော၌ မြဲသောတရား၊ မဂ် ၄-ပါး။ (၂) မဖောက်မပြန်-မှန်ကန်-သောသဘောဖြစ်၍ မြဲသောတရား၊ မဂ် ၄-ပါး။ ,
သမ္မတ္တနိယတပုဂ္ဂလ (ပု),[ သမ္မတ္တနိယတ + ပုဂ္ဂလ ],မဖောက်မပြန်-မှန်ကန်-သောသဘောရှိသည်ဖြစ်၍ မြဲသောပုဂ္ဂိုလ်။,
သမ္မတ္တနိယတရာသိ (ပု),[ သမ္မတ္တနိယတ + ရာသိ ],မဖောက်မပြန်-မှန်ကန်-သောသဘောရှိသည်ဖြစ်၍ မြဲသော (သတ္တဝါတို့၏) အစု။,
သမ္မတ္တနိယတဟေတုဓမ္မ (ပု),[ သမ္မတ္တနိယတ + ဟေတု + ဓမ္မ ],မဖောက်မပြန်-မှန်ကန်-သော သဘောဖြစ်၍ မြဲသောအကြောင်း (ဟိတ်) တရား။ (၂) မဖောက်မပြန်-မှန်ကန်-သော သဘောဖြစ်၍ မြဲသော အကြောင်း (ဟိတ်) တရား။,
သမ္မတ္တနိယမ (ပု),[ သမ္မတ္တ + နိယမ ] ,(၁) မဖောက်မပြန်-မှန်ကန်-သောသဘော၌ ဆုံးဖြတ်မြဲစွဲခြင်း။ (၂) မဖောက်မပြန်-မှန်ကန်-သောသဘောဖြစ်၍ ဆုံးဖြတ်မြဲစွဲခြင်း။,
သမ္မတ္တနိယာမ (ပု),[ သမ္မတ္တ + နိယာမ ] ,မဖောက်မပြန်-မှန်ကန်-သောသဘောဖြစ်၍ ဆုံးဖြတ်မြဲစွဲတတ်သောတရား၊ မဂ် (၄) ပါး။,
သမ္မတ္တနိယာမပစ္စယလက္ခဏဝိဘာဝန (န),[ သမ္မတ္တနိယာမ + ပစ္စယ + လက္ခဏ + ဝိဘာဝန ] ,မဖောက်မပြန်-မှန်ကန်-သောသဘောဖြစ်၍ ဆုံးဖြတ်မြဲစွဲတတ်သောတရား (မဂ်) ၏ အကြောင်း၊လက္ခဏာတို့ကို ထင်စွာပြခြင်း။,
သမ္မတ္တနိယာမာဂမန (န),[ သမ္မတ္တနိယာမ + အာဂမန ],မဖောက်မပြန်-မှန်ကန်-သောသဘော၌ဆုံးဖြတ်မြဲစွဲသောမဂ်သို့ရောက်ခြင်း။ အရိယာမဂ်သို့ရောက်ခြင်း။,
သမ္မတ္တနိယာမောက္ကမန (န),[ သမ္မတ္တနိယာမ + သြက္ကမန ],မဖောက်မပြန်-မှန်ကန်-သောသဘော၌ဆုံးဖြတ်မြဲစွဲသောမဂ်သို့သက်ဝင်ခြင်း။,
သမ္မတ္တပရိယာပန္န (တိ),[ သမ္မတ္တ + ပရိယာပန္န ],မဖောက်မပြန်-မှန်ကန်-သောသဘော၌အကျုံးဝင်သော။,
သမ္မဒ် (ဗျ),"[သမ္မာ=သံ + ယဒ်=သမ် + ယဒ် = သမျဒ်=သမ္မဒ်။ ဤပုဒ်တွဲကို သူ့ချည်းမတွေ့ရ၊ အက္ခာတ, အည-စသောပုဒ်တို့နှင့် တွဲစပ်တွေ့ရသည်၊ သမ္မဒက္ခာတ၊ သမ္မဒညာ၊ သမ္မပ္ပဓာန-စသည်နှင့် သမ္မာ-ကြည့်။ ]",,
သမ္မဒ ၁ (ပု),[ သံ + မုဒ + ဏ (အ) ],နှစ်သက်ဝမ်းမြောက်ခြင်း။,
သမ္မဒ ၂ (ပု),[ သံ + မဒ + အ။ နီတိ၊ ဓာတု။ ၂၂၇။ သမ္မဒ-သံ။ ],ပြင်းစွာ-ယစ်-မူးယစ်-ပူလောင်ခြင်း။,
သမ္မဒက္ခာတ (တိ),[ သမ္မာ (သမ္မဒ်) + အာ + ခါ + တ။ နီတိ၊ ဓာတု။ ၁၇။ အာ + ချာ + တ ],ကောင်းစွာ-ဟောကြား-ပြောဆို-အပ်သော။,
